"state","lga","pop_2025_projected","currency","full_cost","cost_per_person"
"Benue","Ado",325721.299888227,"Naira",1412228290.26643,4335.6952423776
"Benue","Ado",325721.299888227,"USD",882642.681416521,2.709809526486
"Benue","Agatu",204200.929031446,"Naira",990251910.768363,4849.39963527722
"Benue","Agatu",204200.929031446,"USD",618907.444230227,3.03087477204826
"Benue","Apa",170960.889224317,"Naira",834824816.4011,4883.13333060481
"Benue","Apa",170960.889224317,"USD",521765.510250687,3.05195833162801
"Benue","Buruku",364276.707701928,"Naira",1584412380.89518,4349.47485632719
"Benue","Buruku",364276.707701928,"USD",990257.73805949,2.71842178520449
"Benue","Gboko",638276.950805708,"Naira",2750228226.87573,4308.83211966853
"Benue","Gboko",638276.950805708,"USD",1718892.64179733,2.69302007479283
"Benue","Guma",342988.738327654,"Naira",1622606195.42143,4730.78563259232
"Benue","Guma",342988.738327654,"USD",1014128.8721384,2.9567410203702
"Benue","Gwer East",297936.180787077,"Naira",1302335123.6587,4371.18821963226
"Benue","Gwer East",297936.180787077,"USD",813959.452286687,2.73199263727016
"Benue","Gwer West",216064.674971005,"Naira",1046389639.3078,4842.94639763867
"Benue","Gwer West",216064.674971005,"USD",653993.524567374,3.02684149852417
"Benue","Katsina Ala",398292.236560198,"Naira",1742658023.94135,4375.32511050579
"Benue","Katsina Ala",398292.236560198,"USD",1089161.26496334,2.73457819406612
"Benue","Konshisha",400095.822713309,"Naira",1736576061.98261,4340.40038260276
"Benue","Konshisha",400095.822713309,"USD",1085360.03873913,2.71275023912673
"Benue","Kwande",439223.57324357,"Naira",1905874669.23265,4339.19030155458
"Benue","Kwande",439223.57324357,"USD",1191171.6682704,2.71199393847161
"Benue","Logo",299543.68656507,"Naira",1419970839.06793,4740.44656173873
"Benue","Logo",299543.68656507,"USD",887481.774417457,2.96277910108671
"Benue","Makurdi",530612.926457251,"Naira",2484128044.69434,4681.61991695178
"Benue","Makurdi",530612.926457251,"USD",1552580.02793396,2.92601244809486
"Benue","Obi",174364.915195957,"Naira",785304198.975266,4503.79709755667
"Benue","Obi",174364.915195957,"USD",490815.124359541,2.81487318597292
"Benue","Ogbadibo",231388.974557913,"Naira",1025987316.26501,4434.03718014327
"Benue","Ogbadibo",231388.974557913,"USD",641242.072665633,2.77127323758955
"Benue","Ohimini",124869.635642576,"Naira",565878967.127741,4531.75797475297
"Benue","Ohimini",124869.635642576,"USD",353674.354454838,2.8323487342206
"Benue","Oju",297637.643999736,"Naira",1309781246.29825,4400.5900218032
"Benue","Oju",297637.643999736,"USD",818613.278936407,2.750368763627
"Benue","Okpokwu",310188.55449714,"Naira",1361607126.88957,4389.61111604176
"Benue","Okpokwu",310188.55449714,"USD",851004.454305983,2.7435069475261
"Benue","Oturkpo",470612.331671208,"Naira",2035856654.86605,4325.97388095727
"Benue","Oturkpo",470612.331671208,"USD",1272410.40929128,2.70373367559829
"Benue","Tarka",140047.316570612,"Naira",681726021.222047,4867.82637408351
"Benue","Tarka",140047.316570612,"USD",426078.76326378,3.04239148380219
"Benue","Ukum",383298.270578219,"Naira",1859356794.98265,4850.93969293872
"Benue","Ukum",383298.270578219,"USD",1162097.99686416,3.0318373080867
"Benue","Ushongo",339051.232416505,"Naira",1489127771.15606,4392.04352847405
"Benue","Ushongo",339051.232416505,"USD",930704.856972539,2.74502720529628
"Benue","Vandeikya",414360.228380661,"Naira",1789934730.42056,4319.75514980217
"Benue","Vandeikya",414360.228380661,"USD",1118709.20651285,2.69984696862636
"Federal Capital Territory","Abaji",316578.789401845,"Naira",1291830093.55311,4080.5958478581
"Federal Capital Territory","Abaji",316578.789401845,"USD",807393.808470694,2.55037240491131
"Federal Capital Territory","Abuja Municipal",4190844.12289952,"Naira",16612386202.9844,3963.97138996685
"Federal Capital Territory","Abuja Municipal",4190844.12289952,"USD",10382741.3768653,2.47748211872928
"Federal Capital Territory","Bwari",1237735.50290438,"Naira",4938232801.2668,3989.7318851072
"Federal Capital Territory","Bwari",1237735.50290438,"USD",3086395.50079175,2.493582428192
"Federal Capital Territory","Gwagwalada",856299.144253979,"Naira",3421339728.14817,3995.49590946852
"Federal Capital Territory","Gwagwalada",856299.144253979,"USD",2138337.33009261,2.49718494341783
"Federal Capital Territory","Kuje",524912.271578555,"Naira",2120094276.43158,4038.94972783905
"Federal Capital Territory","Kuje",524912.271578555,"USD",1325058.92276974,2.5243435798994
"Federal Capital Territory","Kwali",465210.269054851,"Naira",1884708464.82352,4051.30451796045
"Federal Capital Territory","Kwali",465210.269054851,"USD",1177942.7905147,2.53206532372528
"Kogi","Adavi",383008.230544648,"Naira",1910005883.38005,4986.85336517172
"Kogi","Adavi",383008.230544648,"USD",1193753.67711253,3.11678335323233
"Kogi","Ajaokuta",215876.436601045,"Naira",1099895061.97796,5095.02138953053
"Kogi","Ajaokuta",215876.436601045,"USD",687434.413736222,3.18438836845658
"Kogi","Ankpa",469330.946065732,"Naira",2171061496.38262,4625.8647859938
"Kogi","Ankpa",469330.946065732,"USD",1356913.43523914,2.89116549124612
"Kogi","Bassa",246301.0634433,"Naira",1258362021.95686,5109.0401493396
"Kogi","Bassa",246301.0634433,"USD",786476.263723038,3.19315009333725
"Kogi","Dekina",460148.016097927,"Naira",2317361323.52134,5036.12151405683
"Kogi","Dekina",460148.016097927,"USD",1448350.82720084,3.14757594628552
"Kogi","Ibaji",224939.466561589,"Naira",1061900405.77158,4720.82743861594
"Kogi","Ibaji",224939.466561589,"USD",663687.753607239,2.95051714913496
"Kogi","Idah",140626.839397513,"Naira",673271390.533021,4787.64504284897
"Kogi","Idah",140626.839397513,"USD",420794.619083138,2.9922781517806
"Kogi","Igalamela Odolu",259280.239229208,"Naira",1217415272.06864,4695.36465905688
"Kogi","Igalamela Odolu",259280.239229208,"USD",760884.545042897,2.93460291191055
"Kogi","Ijumu",209107.37589705,"Naira",984385311.250868,4707.55900899216
"Kogi","Ijumu",209107.37589705,"USD",615240.819531792,2.9422243806201
"Kogi","Kabba/Bunu",254926.811024425,"Naira",1193879481.9941,4683.22447998501
"Kogi","Kabba/Bunu",254926.811024425,"USD",746174.676246313,2.92701529999063
"Kogi","Kogi",202948.394641762,"Naira",1045085463.11632,5149.51332806093
"Kogi","Kogi",202948.394641762,"USD",653178.414447701,3.21844583003808
"Kogi","Lokoja",346727.898936056,"Naira",1744406570.968,5031.05338889879
"Kogi","Lokoja",346727.898936056,"USD",1090254.106855,3.14440836806174
"Kogi","Mopa Muro",77159.1811426891,"Naira",382627553.451564,4958.93745611398
"Kogi","Mopa Muro",77159.1811426891,"USD",239142.220907228,3.09933591007124
"Kogi","Ofu",337624.314561291,"Naira",1570478883.01167,4651.5574124226
"Kogi","Ofu",337624.314561291,"USD",981549.301882296,2.90722338276413
"Kogi","Ogori/Mangongo",70189.1116029942,"Naira",342872943.618116,4884.98765388974
"Kogi","Ogori/Mangongo",70189.1116029942,"USD",214295.589761322,3.05311728368109
"Kogi","Okehi",394213.591517266,"Naira",1963295962.3628,4980.2848116078
"Kogi","Okehi",394213.591517266,"USD",1227059.97647675,3.11267800725487
"Kogi","Okene",574150.00094209,"Naira",2615289969.94624,4555.06394784458
"Kogi","Okene",574150.00094209,"USD",1634556.2312164,2.84691496740286
"Kogi","Olamabolo",279455.178686124,"Naira",1309897076.97082,4687.32439716945
"Kogi","Olamabolo",279455.178686124,"USD",818685.673106761,2.92957774823091
"Kogi","Omala",190372.999762657,"Naira",975602853.820804,5124.69129045145
"Kogi","Omala",190372.999762657,"USD",609751.783638003,3.20293205653216
"Kogi","Yagba East",260325.837821932,"Naira",1318942057.17399,5066.50460902835
"Kogi","Yagba East",260325.837821932,"USD",824338.785733741,3.16656538064272
"Kogi","Yagba West",246726.003174913,"Naira",1250735313.09775,5069.32912219656
"Kogi","Yagba West",246726.003174913,"USD",781709.570686092,3.16833070137285
"Kwara","Asa",216998.702133772,"Naira",937851394.303776,4321.92167548368
"Kwara","Asa",216998.702133772,"USD",586157.12143986,2.7012010471773
"Kwara","Baruten",359748.088990806,"Naira",1521286214.02929,4228.75412152132
"Kwara","Baruten",359748.088990806,"USD",950803.883768307,2.64297132595083
"Kwara","Edu",350980.622899686,"Naira",1483861338.68494,4227.7585766011
"Kwara","Edu",350980.622899686,"USD",927413.336678089,2.64234911037568
"Kwara","Ekiti",94687.5894164907,"Naira",383674968.164733,4052.00903866196
"Kwara","Ekiti",94687.5894164907,"USD",239796.855102958,2.53250564916373
"Kwara","Ifelodun",356782.084976657,"Naira",1531473587.86181,4292.4621284222
"Kwara","Ifelodun",356782.084976657,"USD",957170.992413632,2.68278883026388
"Kwara","Ilorin East",361110.98872266,"Naira",1517044013.292,4201.04638371202
"Kwara","Ilorin East",361110.98872266,"USD",948152.508307503,2.62565398982002
"Kwara","Ilorin South",364224.94481498,"Naira",1527038369.10074,4192.56942952234
"Kwara","Ilorin South",364224.94481498,"USD",954398.980687966,2.62035589345146
"Kwara","Ilorin West",635708.305194583,"Naira",2630073009.81826,4137.23241984896
"Kwara","Ilorin West",635708.305194583,"USD",1643795.63113642,2.5857702624056
"Kwara","Irepodun",256903.988535406,"Naira",1001923246.03068,3899.99101120456
"Kwara","Irepodun",256903.988535406,"USD",626202.028769176,2.43749438200285
"Kwara","Isin",103533.383078407,"Naira",423307704.085196,4088.61076011223
"Kwara","Isin",103533.383078407,"USD",264567.315053248,2.55538172507014
"Kwara","Kaiama",215862.082050885,"Naira",916744091.873211,4246.8972927682
"Kwara","Kaiama",215862.082050885,"USD",572965.057420757,2.65431080798013
"Kwara","Moro",189230.70798018,"Naira",820695333.36952,4337.00926308155
"Kwara","Moro",189230.70798018,"USD",512934.58335595,2.71063078942597
"Kwara","Offa",154871.013590916,"Naira",614675598.012325,3968.95186361962
"Kwara","Offa",154871.013590916,"USD",384172.248757703,2.48059491476226
"Kwara","Oke Ero",99162.7046279798,"Naira",441676394.684391,4454.05756470026
"Kwara","Oke Ero",99162.7046279798,"USD",276047.746677744,2.78378597793766
"Kwara","Oyun",164407.830488524,"Naira",648492594.788583,3944.41428283338
"Kwara","Oyun",164407.830488524,"USD",405307.871742864,2.46525892677086
"Kwara","Pategi",192950.397286656,"Naira",826873235.872607,4285.41867495699
"Kwara","Pategi",192950.397286656,"USD",516795.772420379,2.67838667184812
"Nasarawa","Akwanga",198038.566865966,"Naira",1408569926.80205,7112.60412097093
"Nasarawa","Akwanga",198038.566865966,"USD",880356.20425128,4.44537757560683
"Nasarawa","Awe",200128.641640936,"Naira",1419294897.11243,7091.91290899223
"Nasarawa","Awe",200128.641640936,"USD",887059.310695271,4.43244556812015
"Nasarawa","Doma",245979.325188714,"Naira",1738624669.62187,7068.1739950624
"Nasarawa","Doma",245979.325188714,"USD",1086640.41851367,4.417608746914
"Nasarawa","Karu",382673.047071793,"Naira",2728364468.78862,7129.75342702083
"Nasarawa","Karu",382673.047071793,"USD",1705227.79299289,4.45609589188802
"Nasarawa","Keana",144767.321479534,"Naira",1036847944.20491,7162.16846183407
"Nasarawa","Keana",144767.321479534,"USD",648029.965128071,4.4763552886463
"Nasarawa","Keffi",163790.364456803,"Naira",1163594182.81136,7104.16749282123
"Nasarawa","Keffi",163790.364456803,"USD",727246.364257101,4.44010468301327
"Nasarawa","Kokona",192120.522795263,"Naira",1375735009.25474,7160.79151377711
"Nasarawa","Kokona",192120.522795263,"USD",859834.380784214,4.4754946961107
"Nasarawa","Lafia",583879.466475605,"Naira",4104924465.39593,7030.43128091821
"Nasarawa","Lafia",583879.466475605,"USD",2565577.79087246,4.39401955057388
"Nasarawa","Nasarawa",262639.751887756,"Naira",1886032605.61632,7181.06300383023
"Nasarawa","Nasarawa",262639.751887756,"USD",1178770.3785102,4.4881643773939
"Nasarawa","Nasarawa Eggon",331332.598958429,"Naira",2362757259.67767,7131.07393327789
"Nasarawa","Nasarawa Eggon",331332.598958429,"USD",1476723.28729854,4.45692120829868
"Nasarawa","Obi",263652.048899849,"Naira",1870545194.9913,7094.74932129901
"Nasarawa","Obi",263652.048899849,"USD",1169090.74686956,4.43421832581188
"Nasarawa","Toto",210690.509767118,"Naira",1510545372.05178,7169.49887169301
"Nasarawa","Toto",210690.509767118,"USD",944090.85753236,4.48093679480813
"Nasarawa","Wamba",128637.819786835,"Naira",938559101.392076,7296.13657124598
"Nasarawa","Wamba",128637.819786835,"USD",586599.438370048,4.56008535702874
"Niger","Agaie",250254.77776671,"Naira",1879942648.23007,7512.11491347658
"Niger","Agaie",250254.77776671,"USD",1174964.15514379,4.69507182092287
"Niger","Agwara",108641.771567984,"Naira",834880907.850322,7684.71367689255
"Niger","Agwara",108641.771567984,"USD",521800.567406452,4.80294604805784
"Niger","Bida",351523.299209272,"Naira",2609942863.08028,7424.66536059251
"Niger","Bida",351523.299209272,"USD",1631214.28942517,4.64041585037032
"Niger","Borgu",327429.518352355,"Naira",2444490533.99848,7465.69993536106
"Niger","Borgu",327429.518352355,"USD",1527806.58374905,4.66606245960067
"Niger","Bosso",280638.175894028,"Naira",2109881420.60286,7518.15541090024
"Niger","Bosso",280638.175894028,"USD",1318675.88787679,4.69884713181265
"Niger","Chanchaga",382967.596635212,"Naira",2845245205.31511,7429.46721945589
"Niger","Chanchaga",382967.596635212,"USD",1778278.25332195,4.64341701215993
"Niger","Edati",302769.293048495,"Naira",2265192307.16554,7481.57874386133
"Niger","Edati",302769.293048495,"USD",1415745.19197846,4.67598671491333
"Niger","Gbako",240303.16345303,"Naira",1824974618.48593,7594.46772261341
"Niger","Gbako",240303.16345303,"USD",1140609.13655371,4.74654232663338
"Niger","Gurara",172166.905999037,"Naira",1305825994.70153,7584.65157472733
"Niger","Gurara",172166.905999037,"USD",816141.246688455,4.74040723420458
"Niger","Katcha",229027.319479106,"Naira",1727543839.9147,7542.95969513062
"Niger","Katcha",229027.319479106,"USD",1079714.89994669,4.71434980945664
"Niger","Kontagora",287897.758237456,"Naira",2150558237.29044,7469.86795054052
"Niger","Kontagora",287897.758237456,"USD",1344098.89830652,4.66866746908783
"Niger","Lapai",221691.958614348,"Naira",1670915028.86568,7537.10256027994
"Niger","Lapai",221691.958614348,"USD",1044321.89304105,4.71068910017496
"Niger","Lavun",397414.771726802,"Naira",2975553273.22954,7487.27396392565
"Niger","Lavun",397414.771726802,"USD",1859720.79576846,4.67954622745353
"Niger","Magama",343788.206644498,"Naira",2562291786.82728,7453.11135549475
"Niger","Magama",343788.206644498,"USD",1601432.36676705,4.65819459718422
"Niger","Mariga",378134.821437382,"Naira",2817906169.50879,7452.12027497824
"Niger","Mariga",378134.821437382,"USD",1761191.35594299,4.6575751718614
"Niger","Mashegu",407682.761367036,"Naira",3025247637.51365,7420.59249051746
"Niger","Mashegu",407682.761367036,"USD",1890779.77344603,4.63787030657342
"Niger","Mokwa",460085.503329859,"Naira",3429061754.78738,7453.09671782662
"Niger","Mokwa",460085.503329859,"USD",2143163.59674211,4.65818544864164
"Niger","Muya",196003.039883432,"Naira",1480295542.36982,7552.4111424506
"Niger","Muya",196003.039883432,"USD",925184.713981138,4.72025696403162
"Niger","Paikoro",299662.373673959,"Naira",2241674584.70077,7480.66751663583
"Niger","Paikoro",299662.373673959,"USD",1401046.61543798,4.67541719789739
"Niger","Rafi",352593.67082306,"Naira",2636664271.97498,7477.91151730038
"Niger","Rafi",352593.67082306,"USD",1647915.16998436,4.67369469831274
"Niger","Rijau",333802.491996219,"Naira",2487284859.95347,7451.36695978186
"Niger","Rijau",333802.491996219,"USD",1554553.03747092,4.65710434986366
"Niger","Shiroro",446458.630731667,"Naira",3350207289.89678,7503.95906650161
"Niger","Shiroro",446458.630731667,"USD",2093879.55618549,4.6899744165635
"Niger","Suleja",407451.636876979,"Naira",3016062803.98783,7402.25963283703
"Niger","Suleja",407451.636876979,"USD",1885039.25249239,4.62641227052314
"Niger","Tafa",158896.192451097,"Naira",1198806866.27219,7544.59152091477
"Niger","Tafa",158896.192451097,"USD",749254.291420117,4.71536970057173
"Niger","Wushishi",154883.719746666,"Naira",1173165411.00953,7574.49145028543
"Niger","Wushishi",154883.719746666,"USD",733228.381880953,4.73405715642839
"Plateau","Barikin Ladi",311817.782522591,"Naira",1223897455.55132,3925.04059790962
"Plateau","Barikin Ladi",311817.782522591,"USD",764935.909719577,2.45315037369351
"Plateau","Bassa",329210.071618662,"Naira",1290538200.1954,3920.1054629042
"Plateau","Bassa",329210.071618662,"USD",806586.375122124,2.45006591431512
"Plateau","Bokkos",311375.561591342,"Naira",1242818936.56634,3991.3824007725
"Plateau","Bokkos",311375.561591342,"USD",776761.83535396,2.49461400048281
"Plateau","Jos East",153131.570393078,"Naira",619233154.128775,4043.79810472293
"Plateau","Jos East",153131.570393078,"USD",387020.721330484,2.52737381545183
"Plateau","Jos North",758221.60352148,"Naira",2889321733.73462,3810.65604081375
"Plateau","Jos North",758221.60352148,"USD",1805826.08358414,2.38166002550859
"Plateau","Jos South",540015.922445286,"Naira",2071480500.13406,3835.96189303833
"Plateau","Jos South",540015.922445286,"USD",1294675.31258379,2.39747618314896
"Plateau","Kanam",290684.824608071,"Naira",1144320783.50713,3936.63750782316
"Plateau","Kanam",290684.824608071,"USD",715200.489691955,2.46039844238947
"Plateau","Kanke",215505.532095978,"Naira",862893230.659534,4004.04213417238
"Plateau","Kanke",215505.532095978,"USD",539308.269162209,2.50252633385774
"Plateau","Langtang North",246804.368830038,"Naira",985431196.389442,3992.76236908132
"Plateau","Langtang North",246804.368830038,"USD",615894.497743401,2.49547648067582
"Plateau","Langtang South",182390.988244201,"Naira",729345101.198671,3998.800095442
"Plateau","Langtang South",182390.988244201,"USD",455840.688249169,2.49925005965125
"Plateau","Mangu",521161.702976497,"Naira",2025121360.13534,3885.7831428697
"Plateau","Mangu",521161.702976497,"USD",1265700.85008459,2.42861446429356
"Plateau","Mikang",167156.043612733,"Naira",667774602.260013,3994.91749043255
"Plateau","Mikang",167156.043612733,"USD",417359.126412508,2.49682343152034
"Plateau","Pankshin",329695.647543171,"Naira",1302561412.99614,3950.79954103907
"Plateau","Pankshin",329695.647543171,"USD",814100.883122587,2.46924971314942
"Plateau","Qua'an Pan",342115.986012217,"Naira",1337401256.38289,3909.20422039305
"Plateau","Qua'an Pan",342115.986012217,"USD",835875.785239305,2.44325263774565
"Plateau","Riyom",228529.372071199,"Naira",902189736.372606,3947.80648192358
"Plateau","Riyom",228529.372071199,"USD",563868.585232879,2.46737905120224
"Plateau","Shendam",355717.314497658,"Naira",1384357510.34076,3891.73496459047
"Plateau","Shendam",355717.314497658,"USD",865223.443962975,2.43233435286904
"Plateau","Wase",277230.903099713,"Naira",1094024793.59088,3946.2584486744
"Plateau","Wase",277230.903099713,"USD",683765.495994297,2.4664115304215
"Adamawa","Demsa",306550.527397816,"Naira",1363262410.63396,4447.10508967689
"Adamawa","Demsa",306550.527397816,"USD",852039.006646227,2.77944068104806
"Adamawa","Fufore",359907.814540609,"Naira",1596331710.37419,4435.39052468692
"Adamawa","Fufore",359907.814540609,"USD",997707.318983872,2.77211907792933
"Adamawa","Ganye",292015.722646555,"Naira",1288696235.17792,4413.10564889585
"Adamawa","Ganye",292015.722646555,"USD",805435.146986198,2.75819103055991
"Adamawa","Girei",223125.318710832,"Naira",988986393.330018,4432.42568366584
"Adamawa","Girei",223125.318710832,"USD",618116.495831262,2.77026605229115
"Adamawa","Gombi",253937.249057161,"Naira",1121575691.95892,4416.74349124911
"Adamawa","Gombi",253937.249057161,"USD",700984.807474324,2.76046468203069
"Adamawa","Guyuk",303282.387116825,"Naira",1339311649.95807,4416.05482827515
"Adamawa","Guyuk",303282.387116825,"USD",837069.781223793,2.76003426767197
"Adamawa","Hong",290701.249820605,"Naira",1293470093.38905,4449.48239537074
"Adamawa","Hong",290701.249820605,"USD",808418.808368158,2.78092649710671
"Adamawa","Jada",289433.170153217,"Naira",1284359630.18814,4437.49978452104
"Adamawa","Jada",289433.170153217,"USD",802724.768867588,2.77343736532565
"Adamawa","Lamurde",191163.86899122,"Naira",850988120.154234,4451.61590757153
"Adamawa","Lamurde",191163.86899122,"USD",531867.575096396,2.7822599422322
"Adamawa","Madagali",232209.786463511,"Naira",1029282861.77453,4432.55591183393
"Adamawa","Madagali",232209.786463511,"USD",643301.788609082,2.77034744489621
"Adamawa","Maiha",189309.860913834,"Naira",849565804.506868,4487.699691954
"Adamawa","Maiha",189309.860913834,"USD",530978.627816793,2.80481230747125
"Adamawa","Mayo Belwa",262556.066959079,"Naira",1169271790.88686,4453.41752879432
"Adamawa","Mayo Belwa",262556.066959079,"USD",730794.869304285,2.78338595549645
"Adamawa","Michika",266740.042555405,"Naira",1191926395.07355,4468.49443246218
"Adamawa","Michika",266740.042555405,"USD",744953.996920971,2.79280902028886
"Adamawa","Mubi North",260342.941469113,"Naira",1151628263.96579,4423.50484890106
"Adamawa","Mubi North",260342.941469113,"USD",719767.664978617,2.76469053056316
"Adamawa","Mubi South",223298.86348916,"Naira",995723575.191358,4459.15200656494
"Adamawa","Mubi South",223298.86348916,"USD",622327.234494599,2.78697000410309
"Adamawa","Numan",157305.454565923,"Naira",710384738.434714,4515.95744340199
"Adamawa","Numan",157305.454565923,"USD",443990.461521696,2.82247340212624
"Adamawa","Shelleng",255145.18944493,"Naira",1135228855.88487,4449.34454125733
"Adamawa","Shelleng",255145.18944493,"USD",709518.034928042,2.78084033828583
"Adamawa","Song",335384.734577258,"Naira",1477109465.37399,4404.22390493068
"Adamawa","Song",335384.734577258,"USD",923193.415858744,2.75263994058167
"Adamawa","Toungo",89657.3563206075,"Naira",421976486.029862,4706.54615914513
"Adamawa","Toungo",89657.3563206075,"USD",263735.303768664,2.94159134946571
"Adamawa","Yola North",343092.871959236,"Naira",1501034946.85878,4375.01058616316
"Adamawa","Yola North",343092.871959236,"USD",938146.841786737,2.73438161635198
"Adamawa","Yola South",337118.464095407,"Naira",1477018765.71152,4381.30486170438
"Adamawa","Yola South",337118.464095407,"USD",923136.728569699,2.73831553856523
"Bauchi","Alkaleri",618503.109933928,"Naira",3354107930.95417,5422.94432652485
"Bauchi","Alkaleri",618503.109933928,"USD",2096317.45684636,3.38934020407803
"Bauchi","Bauchi",930211.464669854,"Naira",5044066963.68947,5422.49494364132
"Bauchi","Bauchi",930211.464669854,"USD",3152541.85230592,3.38905933977582
"Bauchi","Bogoro",157900.254476163,"Naira",879378440.690233,5569.2021751807
"Bauchi","Bogoro",157900.254476163,"USD",549611.525431396,3.48075135948794
"Bauchi","Damban",283006.753754052,"Naira",1554742351.64827,5493.65812308291
"Bauchi","Damban",283006.753754052,"USD",971713.969780171,3.43353632692682
"Bauchi","Darazo",470910.48700377,"Naira",2568787201.90171,5454.93734540921
"Bauchi","Darazo",470910.48700377,"USD",1605492.00118857,3.40933584088076
"Bauchi","Dass",169779.182806917,"Naira",949241185.677694,5591.03401243972
"Bauchi","Dass",169779.182806917,"USD",593275.741048559,3.49439625777482
"Bauchi","Gamawa",535844.232431122,"Naira",2910673339.29629,5431.93928968982
"Bauchi","Gamawa",535844.232431122,"USD",1819170.83706018,3.39496205605614
"Bauchi","Ganjuwa",524652.981949808,"Naira",2863466333.14792,5457.82913976053
"Bauchi","Ganjuwa",524652.981949808,"USD",1789666.45821745,3.41114321235033
"Bauchi","Giade",293953.07787803,"Naira",1610636180.4567,5479.22883503538
"Bauchi","Giade",293953.07787803,"USD",1006647.61278544,3.42451802189711
"Bauchi","Itas/Gadau",430556.043559451,"Naira",2340831260.09444,5436.76321610201
"Bauchi","Itas/Gadau",430556.043559451,"USD",1463019.53755902,3.39797701006376
"Bauchi","Jama'are",221341.833172673,"Naira",1219800434.59837,5510.93490604093
"Bauchi","Jama'are",221341.833172673,"USD",762375.271623982,3.44433431627558
"Bauchi","Katagum",552064.009433416,"Naira",2990200910.06252,5416.40255290572
"Bauchi","Katagum",552064.009433416,"USD",1868875.56878908,3.38525159556607
"Bauchi","Kirfi",274385.345975855,"Naira",1505754229.28211,5487.73559290086
"Bauchi","Kirfi",274385.345975855,"USD",941096.393301322,3.42983474556303
"Bauchi","Misau",492509.223622924,"Naira",2675811867.09059,5433.0187918252
"Bauchi","Misau",492509.223622924,"USD",1672382.41693162,3.39563674489075
"Bauchi","Ningi",727237.224248414,"Naira",3939636505.88033,5417.26464834342
"Bauchi","Ningi",727237.224248414,"USD",2462272.8161752,3.38579040521463
"Bauchi","Shira",440865.559154358,"Naira",2406516599.43905,5458.61782457012
"Bauchi","Shira",440865.559154358,"USD",1504072.87464941,3.41163614035632
"Bauchi","Tafawa Balewa",416958.862629545,"Naira",2281986512.77293,5472.9296275935
"Bauchi","Tafawa Balewa",416958.862629545,"USD",1426241.57048308,3.42058101724594
"Bauchi","Toro",651880.920292001,"Naira",3549647199.52734,5445.23867631734
"Bauchi","Toro",651880.920292001,"USD",2218529.49970459,3.40327417269834
"Bauchi","Warji",216633.59496513,"Naira",1196183770.80968,5521.69099627519
"Bauchi","Warji",216633.59496513,"USD",747614.856756052,3.45105687267199
"Bauchi","Zaki",357409.728965761,"Naira",1960329740.28272,5484.82478626238
"Bauchi","Zaki",357409.728965761,"USD",1225206.0876767,3.42801549141399
"Borno","Abadam",191318.396546927,"Naira",943586805.507617,4932.02338373232
"Borno","Abadam",191318.396546927,"USD",589741.753442261,3.0825146148327
"Borno","Askira/Uba",274006.029723978,"Naira",1359075488.92803,4960.02036997911
"Borno","Askira/Uba",274006.029723978,"USD",849422.180580021,3.10001273123695
"Borno","Bama",516451.645998696,"Naira",2517006775.57434,4873.65428123874
"Borno","Bama",516451.645998696,"USD",1573129.23473396,3.04603392577421
"Borno","Bayo",151192.486505151,"Naira",763727168.599487,5051.3566265971
"Borno","Bayo",151192.486505151,"USD",477329.480374679,3.15709789162319
"Borno","Biu",336042.785960006,"Naira",1653840944.8744,4921.51896714494
"Borno","Biu",336042.785960006,"USD",1033650.5905465,3.07594935446559
"Borno","Chibok",126824.795864162,"Naira",645310611.430943,5088.20540205809
"Borno","Chibok",126824.795864162,"USD",403319.13214434,3.18012837628631
"Borno","Damboa",445864.68869978,"Naira",2170970938.39806,4869.12508081542
"Borno","Damboa",445864.68869978,"USD",1356856.83649879,3.04320317550964
"Borno","Dikwa",200834.127917677,"Naira",991319477.194457,4936.01106282496
"Borno","Dikwa",200834.127917677,"USD",619574.673246536,3.0850069142656
"Borno","Gubio",289249.936940973,"Naira",1414759810.4495,4891.13264954041
"Borno","Gubio",289249.936940973,"USD",884224.881530936,3.05695790596275
"Borno","Guzamala",183529.148083107,"Naira",905151199.721763,4931.92067404947
"Borno","Guzamala",183529.148083107,"USD",565719.499826102,3.08245042128092
"Borno","Gwoza",528781.754821273,"Naira",2575070610.17741,4869.81743734289
"Borno","Gwoza",528781.754821273,"USD",1609419.13136088,3.04363589833931
"Borno","Hawul",230834.397344728,"Naira",1147391812.435,4970.62753919417
"Borno","Hawul",230834.397344728,"USD",717119.882771872,3.10664221199636
"Borno","Jere",399800.289279352,"Naira",1958966986.37291,4899.86385428581
"Borno","Jere",399800.289279352,"USD",1224354.36648307,3.06241490892863
"Borno","Kaga",172067.060567004,"Naira",861541453.223503,5007.0097692406
"Borno","Kaga",172067.060567004,"USD",538463.408264689,3.12938110577537
"Borno","Kala/Balge",116311.031185088,"Naira",582590745.762689,5008.90362527696
"Borno","Kala/Balge",116311.031185088,"USD",364119.216101681,3.1305647657981
"Borno","Konduga",300790.414046427,"Naira",1480415534.52399,4921.75104455119
"Borno","Konduga",300790.414046427,"USD",925259.709077492,3.07609440284449
"Borno","Kukawa",388779.860181301,"Naira",1893115209.62529,4869.3757149418
"Borno","Kukawa",388779.860181301,"USD",1183197.00601581,3.04335982183862
"Borno","Kwaya Kusar",108414.714013861,"Naira",555632584.075999,5125.06617879341
"Borno","Kwaya Kusar",108414.714013861,"USD",347270.365047499,3.20316636174588
